"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process",76,-0.383550829446945,-1.60674004433518,0.0058714648131704,0.0395242289265523,0.0301868107846101,1194,"tags=39%, list=21%, signal=31%","YDR434W/YJL062W/YNL054W/YPL175W/YDR017C/YLR305C/YOL065C/YIL039W/YPL076W/YDR287W/YNL128W/YIL002C/YLR386W/YDR072C/YLR088W/YOR149C/YBR042C/YLR459W/YFL025C/YOR109W/YLR240W/YLL031C/YNL087W/YCR044C/YCL052C/YKL212W/YGL142C/YBR029C/YCR017C/YHR046C"
"GO:0006413","GO:0006413","translational initiation",73,0.432790868458615,1.66125084057355,0.00600861494038147,0.0402356989986801,0.0307301993093084,1524,"tags=42%, list=27%, signal=31%","YNL007C/YLR204W/YJR014W/YLR192C/YGR148C/YPR129W/YPL118W/YDR429C/YDL213C/YPL237W/YGR083C/YJL140W/YNL244C/YNL175C/YDR194C/YDR336W/YGL173C/YDR179C/YFL023W/YJL131C/YNCL0012C/YDR494W/YGL049C/YMR143W/YAL035W/YBL090W/YLR027C/YMR260C/YJR007W/YGL031C/YPR041W"
"GO:0042255","GO:0042255","ribosome assembly",82,0.409074837469196,1.59292910533011,0.00607765293580594,0.0404860317963323,0.030921392129539,2020,"tags=54%, list=36%, signal=35%","YKL009W/YER131W/YPL146C/YLR204W/YJR113C/YDR447C/YLR009W/YNR037C/YNR054C/YGL189C/YFL002C/YLR167W/YOR167C/YDL031W/YHR066W/YLR264W/YDR060W/YKR094C/YLR221C/YAL035W/YKL006W/YGR085C/YLR075W/YLR340W/YOL121C/YLL008W/YIL070C/YPR041W/YNL302C/YGL099W/YML073C/YLR022C/YPL143W/YBR048W/YJL191W/YOL077C/YOL040C/YOR369C/YDR025W/YPR112C/YGL064C/YPL193W/YHL001W/YEL054C"
"GO:0006637","GO:0006637","acyl-CoA metabolic process",25,-0.540689374224155,-1.7833475636533,0.00621600932792741,0.0409808037650472,0.0312992764857116,1351,"tags=56%, list=24%, signal=43%","YDR319C/YOR311C/YBR221C/YML126C/YGR244C/YMR220W/YMR207C/YNR016C/YMR208W/YJR019C/YIL009W/YLR153C/YNR043W/YMR246W"
"GO:0035383","GO:0035383","thioester metabolic process",25,-0.540689374224155,-1.7833475636533,0.00621600932792741,0.0409808037650472,0.0312992764857116,1351,"tags=56%, list=24%, signal=43%","YDR319C/YOR311C/YBR221C/YML126C/YGR244C/YMR220W/YMR207C/YNR016C/YMR208W/YJR019C/YIL009W/YLR153C/YNR043W/YMR246W"
"GO:0006555","GO:0006555","methionine metabolic process",35,0.526082004014577,1.73603619569252,0.00631547995381116,0.0413074114777381,0.0315487246214896,604,"tags=34%, list=11%, signal=31%","YPR167C/YKL001C/YLR303W/YKR069W/YNL277W/YIR017C/YLL062C/YNL103W/YMR009W/YER052C/YGL184C/YGR204W"
"GO:0031032","GO:0031032","actomyosin structure organization",29,0.545891785634952,1.71105229654524,0.00636243945356873,0.0413074114777381,0.0315487246214896,852,"tags=34%, list=15%, signal=29%","YMR032W/YIL138C/YNL079C/YMR001C/YPL158C/YDR388W/YBR038W/YDR218C/YDL225W/YHR023W"
"GO:0044837","GO:0044837","actomyosin contractile ring organization",29,0.545891785634952,1.71105229654524,0.00636243945356873,0.0413074114777381,0.0315487246214896,852,"tags=34%, list=15%, signal=29%","YMR032W/YIL138C/YNL079C/YMR001C/YPL158C/YDR388W/YBR038W/YDR218C/YDL225W/YHR023W"
"GO:0010498","GO:0010498","proteasomal protein catabolic process",165,0.33859392825909,1.44929265447805,0.00647972409860027,0.0418563996066149,0.0319680168181874,1308,"tags=35%, list=23%, signal=28%","YPL106C/YNL007C/YDR363W-A/YBR101C/YJL034W/YBR158W/YJL144W/YFR004W/YOR257W/YPR103W/YOR261C/YIL075C/YGR253C/YPL009C/YHR027C/YBR169C/YHR200W/YNL155W/YDL007W/YFR010W/YMR276W/YFR052W/YLR378C/YOL038W/YBL041W/YBR082C/YBR172C/YDR054C/YGL048C/YDR219C/YGL011C/YMR184W/YDR177W/YAL005C/YDR394W/YMR067C/YGR048W/YOR157C/YFR036W/YGL116W/YEL012W/YKR023W/YEL037C/YGR135W/YDL126C/YER012W/YJR117W/YCL043C/YLR104W/YGR066C/YBL058W/YDR255C/YGL058W/YFR050C/YLL024C/YML092C/YOR259C/YER094C"
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process",51,-0.431807258647922,-1.66421058735079,0.00658711436243054,0.0420274088842004,0.032098625936824,1386,"tags=39%, list=25%, signal=30%","YLR420W/YHR144C/YGR061C/YLR359W/YJR133W/YDR020C/YDR399W/YMR120C/YAR015W/YER099C/YNL333W/YHL011C/YMR271C/YJR105W/YBR242W/YGL101W/YOL061W/YKL181W/YNR012W/YNL141W"
"GO:0009067","GO:0009067","aspartate family amino acid biosynthetic process",48,0.468895814611712,1.6557809146761,0.00659010259312516,0.0420274088842004,0.032098625936824,687,"tags=27%, list=12%, signal=24%","YPR167C/YKL001C/YLR303W/YKR069W/YNL277W/YIR017C/YLL062C/YNL103W/YMR009W/YER052C/YGL184C/YGR204W/YGR124W"
"GO:0006364","GO:0006364","rRNA processing",346,0.288814211275776,1.33309125034433,0.00660477653301352,0.0420274088842004,0.032098625936824,1458,"tags=31%, list=26%, signal=25%","YHR087W/YLR068W/YNCD0030W/YKL009W/YNL147W/YLR438C-A/YPR143W/YNCO0015C/YBR279W/YER002W/YER131W/YNCM0016W/YNL308C/YPL146C/YNCL0046W/YGL029W/YKL082C/YJL136C/YNR024W/YLR175W/YFR001W/YGR280C/YNCL0042C/YOR310C/YLR192C/YGL078C/YER146W/YLR197W/YKL172W/YDR500C/YER112W/YCR016W/YNCP0015C/YGR285C/YGR103W/YLR293C/YGR271C-A/YOR078W/YNCJ0003C/YDL213C/YDR299W/YNL002C/YLR185W/YDL208W/YHR065C/YHR081W/YNR054C/YLR145W/YLR059C/YDR083W/YMR014W/YOL144W/YNCL0003W/YBR189W/YNL110C/YGL189C/YFL002C/YDL148C/YNCP0014C/YLR167W/YHR034C/YDL136W/YBR257W/YML093W/YNL227C/YOR201C/YNCK0001W/YGR251W/YOR167C/YHR196W/YNCG0026W/YOR119C/YGL173C/YFL023W/YDL031W/YLR051C/YHR088W/YDL014W/YGR081C/YBL026W/YPL043W/YHR066W/YNCP0013C/YDR365C/YLR264W/YNCJ0004C/YDL166C/YNCP0021W/YGR276C/YMR143W/YER082C/YLL011W/YAL035W/YER074W/YLR276C/YKL006W/YDR412W/YLR435W/YCL054W/YIL096C/YHR072W-A/YDL191W/YLR196W/YMR128W/YDR339C/YNCN0014W/YPR132W/YDL153C"
"GO:0006879","GO:0006879","intracellular iron ion homeostasis",51,-0.431262593928341,-1.66211141746717,0.00677136634720569,0.0428741463271093,0.0327453255352104,725,"tags=43%, list=13%, signal=38%","YDR376W/YLR136C/YPL224C/YLR034C/YLR047C/YGL160W/YLR220W/YCL017C/YEL027W/YHL040C/YLL051C/YMR058W/YDR270W/YGR257C/YIR033W/YOL152W/YDR506C/YLR214W/YMR021C/YEL065W/YOR381W/YOR384W"
"GO:0019941","GO:0019941","modification-dependent protein catabolic process",190,0.341406917553851,1.48204519442448,0.00694811531172643,0.0437765491807788,0.0334345398459016,1329,"tags=36%, list=24%, signal=29%","YNR075W/YPL106C/YNL007C/YDR363W-A/YBR101C/YKL054C/YBR158W/YJL144W/YFR004W/YOR257W/YPR103W/YOR261C/YIL075C/YGR253C/YPL009C/YHR027C/YBR169C/YHR200W/YNL155W/YDL007W/YFR010W/YMR276W/YFR052W/YBR173C/YOL038W/YBR114W/YBL041W/YBR082C/YBR172C/YDR054C/YDR273W/YGL048C/YDR219C/YDR427W/YGL011C/YDR177W/YAL005C/YDR394W/YGR048W/YDR002W/YDR358W/YOR157C/YBR290W/YFR036W/YHL002W/YLR167W/YGL116W/YEL012W/YKR023W/YEL037C/YGR135W/YDL126C/YER012W/YDR139C/YER021W/YGR066C/YBL058W/YDR255C/YGL058W/YJR017C/YLR119W/YKR094C/YFR050C/YMR100W/YLL024C/YML092C/YOR259C/YER094C/YNR006W"
"GO:0006144","GO:0006144","purine nucleobase metabolic process",21,-0.566465880249454,-1.77863595552306,0.00712863532290421,0.0445033206834502,0.0339896149082275,160,"tags=43%, list=3%, signal=42%","YIR032C/YJR133W/YDR399W/YJR105W/YIR028W/YIR027C/YNL141W/YIR031C/YDL238C"
"GO:0000165","GO:0000165","MAPK cascade",38,-0.465576809620474,-1.66943734105184,0.0071330576545014,0.0445033206834502,0.0339896149082275,1297,"tags=39%, list=23%, signal=30%","YNL298W/YIL113W/YDR162C/YNL053W/YDR103W/YGR040W/YHL007C/YOL113W/YLR362W/YDR466W/YDL073W/YNR031C/YCL032W/YCR073C/YER075C"
"GO:1902221","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",22,-0.558104793125794,-1.76130581890878,0.00736294329261056,0.0457145848118879,0.03491472343149,396,"tags=23%, list=7%, signal=21%","YJR078W/YLR044C/YLR134W/YLR231C/YGR087C"
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis",56,0.438804339226456,1.60414632969236,0.00801348086367353,0.049276703719234,0.0376353080543592,1318,"tags=38%, list=24%, signal=29%","YGR108W/YPR119W/YIL153W/YDR356W/YLR045C/YOR195W/YMR001C/YPR141C/YFL037W/YDR488C/YBL031W/YKL089W/YML064C/YPL209C/YNL225C/YDL126C/YDL064W/YDR424C/YDR477W/YEL061C/YPR120C"
"GO:0006511","GO:0006511","ubiquitin-dependent protein catabolic process",184,0.337144378390946,1.46506225775313,0.00801372507709201,0.049276703719234,0.0376353080543592,1329,"tags=36%, list=24%, signal=28%","YNR075W/YPL106C/YNL007C/YDR363W-A/YBR101C/YKL054C/YBR158W/YJL144W/YFR004W/YOR257W/YPR103W/YOR261C/YIL075C/YGR253C/YPL009C/YHR027C/YBR169C/YHR200W/YNL155W/YDL007W/YFR010W/YMR276W/YFR052W/YBR173C/YOL038W/YBR114W/YBL041W/YBR082C/YBR172C/YDR054C/YDR273W/YGL048C/YDR219C/YDR427W/YGL011C/YDR177W/YAL005C/YDR394W/YGR048W/YDR002W/YDR358W/YOR157C/YBR290W/YFR036W/YHL002W/YGL116W/YEL012W/YKR023W/YEL037C/YGR135W/YDL126C/YER012W/YER021W/YGR066C/YBL058W/YDR255C/YGL058W/YJR017C/YLR119W/YFR050C/YMR100W/YLL024C/YML092C/YOR259C/YER094C/YNR006W"
